GeneName;ID;baseMean;log2FC;pval;padj
Atxn7l1;ENSMUSG00000020564;68.20828932;-0.163854563;0.406950468;0.99995239
Chek2;ENSMUSG00000029521;25.40624273;0.362056206;0.407052495;0.99995239
Plcb4;ENSMUSG00000039943;54.81770491;0.265066665;0.407088758;0.99995239
Golgb1;ENSMUSG00000034243;275.2841125;-0.056019476;0.407132615;0.99995239
C130036L24Rik;ENSMUSG00000073627;6.037718862;-0.734761247;0.407170454;0.99995239
Tmem171;ENSMUSG00000052485;13.80904017;-0.444483029;0.4072884;0.99995239
Gm5345;ENSMUSG00000098050;7.412644939;0.605878546;0.407349647;0.99995239
Rpl39;ENSMUSG00000079641;71.49615603;-0.158444381;0.407667655;0.99995239
Sfmbt2;ENSMUSG00000061186;6.695292203;0.631795152;0.407856113;0.99995239
Praf2;ENSMUSG00000031149;35.98719559;-0.24677436;0.408027027;0.99995239
Angptl6;ENSMUSG00000038742;5.38014552;-0.787043147;0.408094676;0.99995239
Bcap31;ENSMUSG00000002015;123.8629058;-0.107516115;0.408341077;0.99995239
Rfc5;ENSMUSG00000029363;101.6847503;-0.12396857;0.408463481;0.99995239
Txn1;ENSMUSG00000028367;156.8611316;-0.089805861;0.408645497;0.99995239
Tapbp;ENSMUSG00000024308;192.6092096;0.164906029;0.408703626;0.99995239
Ubr2;ENSMUSG00000023977;233.0200804;-0.064754543;0.408728559;0.99995239
Zbtb42;ENSMUSG00000037638;2.211837603;0.999399089;0.409000709;0.99995239
Gatad2a;ENSMUSG00000036180;223.9933918;-0.066956066;0.409015737;0.99995239
Itfg1;ENSMUSG00000031703;85.54431377;0.222001992;0.409345859;0.99995239
Ubl3;ENSMUSG00000001687;68.92564205;-0.161590337;0.409377838;0.99995239
Cabp1;ENSMUSG00000029544;4.782351574;-0.843889008;0.409406363;0.99995239
Nars;ENSMUSG00000024587;325.199907;0.137940789;0.409696103;0.99995239
Smg7;ENSMUSG00000042772;124.1618027;-0.106731301;0.410099779;0.99995239
Vti1a;ENSMUSG00000024983;46.08991329;-0.209755935;0.410184205;0.99995239
Mdh2;ENSMUSG00000019179;241.6880927;-0.062346401;0.410190933;0.99995239
5830417I10Rik;ENSMUSG00000078684;34.31337254;-0.252772004;0.410199023;0.99995239
Oplah;ENSMUSG00000022562;25.22690455;-0.305795857;0.410237529;0.99995239
Enah;ENSMUSG00000022995;188.2453138;0.165796904;0.410476725;0.99995239
Gm42664;ENSMUSG00000106099;10.22227649;-0.528617995;0.410525311;0.99995239
Pes1;ENSMUSG00000020430;78.4903452;-0.147488586;0.410602096;0.99995239
Tpgs1;ENSMUSG00000020308;11.41786438;-0.494107256;0.41078417;0.99995239
Kif21a;ENSMUSG00000022629;59.12182133;0.255553552;0.411040255;0.99995239
Cmc2;ENSMUSG00000014633;18.47183295;0.410210422;0.411197474;0.99995239
Hs1bp3;ENSMUSG00000020605;45.61167813;0.283076038;0.411535776;0.99995239
Eps15l1;ENSMUSG00000006276;83.39225557;-0.14105622;0.411652282;0.99995239
Cnih4;ENSMUSG00000062169;86.20188711;-0.137863313;0.411657598;0.99995239
Inafm1;ENSMUSG00000091811;5.738821888;0.669404613;0.411715042;0.99995239
Asns;ENSMUSG00000029752;138.3892987;-0.097895511;0.411716911;0.99995239
Gosr1;ENSMUSG00000010392;80.28372704;-0.144738594;0.411760148;0.99995239
Pnpla8;ENSMUSG00000036257;83.69115254;0.22294611;0.411878097;0.99995239
C1s2;ENSMUSG00000079343;8.309335859;0.572693488;0.411964741;0.99995239
Tnxb;ENSMUSG00000033327;18.95006811;-0.362520982;0.411988463;0.99995239
Lmo4;ENSMUSG00000028266;87.15835743;0.219419103;0.412134998;0.99995239
Ankib1;ENSMUSG00000040351;144.5465763;-0.094561172;0.412162214;0.99995239
D16Ertd472e;ENSMUSG00000022864;51.35050002;0.269693055;0.412186734;0.99995239
Fam20a;ENSMUSG00000020614;5.49970431;-0.767221706;0.412602756;0.99995239
Slc35g1;ENSMUSG00000044026;14.40683412;-0.427196676;0.412732292;0.99995239
F8;ENSMUSG00000031196;12.91234925;-0.456397835;0.412754757;0.99995239
Gpatch2l;ENSMUSG00000021254;36.16653378;0.310192788;0.412768029;0.99995239
Aak1;ENSMUSG00000057230;242.8239012;0.151312021;0.412855513;0.99995239
Sec24b;ENSMUSG00000001052;106.1682049;-0.118584984;0.412912446;0.99995239
Slc43a2;ENSMUSG00000038178;8.309335859;-0.595577995;0.412926586;0.99995239
Polr3gl;ENSMUSG00000028104;20.92278813;0.388118503;0.413190654;0.99995239
Cdca4;ENSMUSG00000047832;48.77998605;0.274779247;0.41322682;0.99995239
Sdhd;ENSMUSG00000000171;53.74167581;-0.188287352;0.413380808;0.99995239
Slc35d2;ENSMUSG00000033114;4.005219443;-0.933185589;0.413432447;0.99995239
Sec31b;ENSMUSG00000051984;4.005219443;-0.933185589;0.413432447;0.99995239
Mafg;ENSMUSG00000051510;96.84261937;-0.12638092;0.413514098;0.99995239
Cdyl;ENSMUSG00000059288;27.02028639;0.348823979;0.413786328;0.99995239
Ehd1;ENSMUSG00000024772;122.7868767;-0.106355641;0.413817503;0.99995239
Negr1;ENSMUSG00000040037;2.032499419;1.025811953;0.413841352;0.99995239
Bud23;ENSMUSG00000005378;30.96572644;-0.266809565;0.41393005;0.99995239
Slc25a42;ENSMUSG00000002346;12.3743347;0.48262871;0.414005106;0.99995239
Gbp6;ENSMUSG00000104713;3.168307918;0.853741264;0.414384651;0.99995239
Prrc2a;ENSMUSG00000024393;843.666597;-0.010513976;0.414425935;0.99995239
Rab1a;ENSMUSG00000020149;196.9731054;0.162199989;0.414531101;0.99995239
Ranbp9;ENSMUSG00000038546;79.98483007;-0.143869355;0.414684764;0.99995239
Gpatch4;ENSMUSG00000028069;25.04756637;-0.303540421;0.414720545;0.99995239
2700069I18Rik;ENSMUSG00000086224;6.27683644;-0.703332441;0.41473705;0.99995239
Brdt;ENSMUSG00000029279;6.874630387;0.617118996;0.414749893;0.99995239
Trmt6;ENSMUSG00000037376;58.76314496;-0.176819447;0.414939533;0.99995239
Cxcl16;ENSMUSG00000018920;3.766101864;-0.966366847;0.414941919;0.99995239
Brca2;ENSMUSG00000041147;108.3800425;-0.116078129;0.415022846;0.99995239
Rfx1;ENSMUSG00000031706;23.5530815;-0.314897291;0.415109871;0.99995239
Nus1;ENSMUSG00000023068;115.9122463;-0.110426237;0.41535812;0.99995239
Ranbp3;ENSMUSG00000002372;123.2651118;-0.105524775;0.41538023;0.99995239
Wdr44;ENSMUSG00000036769;29.29190339;-0.275095444;0.41540044;0.99995239
Nomo1;ENSMUSG00000030835;220.0479518;-0.066395399;0.415432551;0.99995239
Gm43858;ENSMUSG00000104546;3.048749128;0.865734738;0.415504268;0.99995239
Slc35e3;ENSMUSG00000060181;55.17638128;0.260615471;0.415565647;0.99995239
9530062K07Rik;ENSMUSG00000108030;3.048749128;-1.105118917;0.415576855;0.99995239
Tph2;ENSMUSG00000006764;5.320366126;0.686121544;0.415665475;0.99995239
Mfsd4b4;ENSMUSG00000096687;7.532203728;-0.627564933;0.415751131;0.99995239
Pmm2;ENSMUSG00000022711;35.56873983;-0.243447073;0.415819413;0.99995239
Ptbp2;ENSMUSG00000028134;71.795053;-0.154285358;0.415923372;0.99995239
Mlf2;ENSMUSG00000030120;168.6376724;-0.082699806;0.416101098;0.99995239
Echdc1;ENSMUSG00000019883;17.57514203;-0.375355301;0.416198745;0.99995239
H6pd;ENSMUSG00000028980;87.87571017;0.217233092;0.416350753;0.99995239
U2surp;ENSMUSG00000032407;175.5123028;-0.079993539;0.416405807;0.99995239
Lrrk1;ENSMUSG00000015133;93.91342903;-0.127963192;0.416566169;0.99995239
Tmem131;ENSMUSG00000026116;180.9522277;-0.0779803;0.416583131;0.99995239
Srsf6;ENSMUSG00000016921;238.8784611;-0.061465437;0.416632944;0.99995239
Shisa5;ENSMUSG00000025647;72.8710821;0.23325577;0.416793666;0.99995239
Map1lc3a;ENSMUSG00000027602;27.73763913;-0.283479068;0.416803532;0.99995239
Mlst8;ENSMUSG00000024142;36.76432772;-0.237704556;0.41696169;0.99995239
Rmi1;ENSMUSG00000035367;20.62389116;0.387815447;0.416985943;0.99995239
Ak1;ENSMUSG00000026817;30.18859431;-0.268786783;0.417086531;0.99995239
Got2;ENSMUSG00000031672;240.8511811;-0.060879756;0.417194427;0.99995239
Gramd3;ENSMUSG00000001700;6.217057046;0.640863032;0.417248983;0.99995239
Ss18l1;ENSMUSG00000039086;11.83632014;0.48885047;0.417255547;0.99995239
Mea1;ENSMUSG00000002768;50.99182365;-0.19273187;0.417257301;0.99995239
Pphln1;ENSMUSG00000036167;102.1629855;-0.120258155;0.417325003;0.99995239
Atp8a1;ENSMUSG00000037685;46.80726603;-0.203588953;0.417436202;0.99995239
Mrpl10;ENSMUSG00000001445;47.46483937;-0.201750321;0.4174703;0.99995239
Rasgef1b;ENSMUSG00000089809;13.21124622;0.466464554;0.417679248;0.99995239
Psmc2;ENSMUSG00000028932;186.8703877;-0.07562703;0.417758668;0.99995239
Dcaf17;ENSMUSG00000041966;16.31977474;0.426882851;0.417814997;0.99995239
Rcc1l;ENSMUSG00000061979;24.44977242;-0.305423571;0.418004069;0.99995239
Epn2;ENSMUSG00000001036;84.34872588;0.220003902;0.418152547;0.99995239
Tma16;ENSMUSG00000025591;34.13403436;-0.248054763;0.418446468;0.99995239
Smg9;ENSMUSG00000002210;15.12418685;-0.408491648;0.418661883;0.99995239
Hras;ENSMUSG00000025499;17.9935978;-0.367654936;0.418669441;0.99995239
Wdr26;ENSMUSG00000038733;277.2568325;-0.053100826;0.418670094;0.99995239
Hdac2;ENSMUSG00000019777;230.4495665;0.152722932;0.418680688;0.99995239
Ergic1;ENSMUSG00000001576;391.4952557;-0.037003539;0.418748393;0.99995239
Nup205;ENSMUSG00000038759;187.4084023;-0.075169855;0.418792615;0.99995239
Il3ra;ENSMUSG00000068758;8.129997675;-0.594156997;0.418930357;0.99995239
Get4;ENSMUSG00000025858;74.90358152;-0.148551943;0.419055344;0.99995239
Carm1;ENSMUSG00000032185;56.49152796;-0.17936057;0.419066338;0.99995239
Ing5;ENSMUSG00000026283;39.81307685;-0.224706951;0.419130395;0.99995239
Ggta1;ENSMUSG00000035778;39.93263564;-0.224239865;0.419195979;0.99995239
Ccdc82;ENSMUSG00000079084;49.79623576;0.269764424;0.419197905;0.99995239
Entpd6;ENSMUSG00000033068;9.146247385;-0.552577894;0.419378381;0.99995239
Rassf7;ENSMUSG00000038618;9.146247385;-0.552577894;0.419378381;0.99995239
Ttc1;ENSMUSG00000041278;41.5466793;0.28993599;0.419396763;0.99995239
Nrbp1;ENSMUSG00000029148;77.59365428;-0.144828833;0.419494844;0.99995239
Ctla2a;ENSMUSG00000044258;2.092278813;1.003620584;0.419564118;0.99995239
Pcsk7;ENSMUSG00000035382;40.70976777;-0.221274212;0.419589878;0.99995239
Rpl36;ENSMUSG00000057863;66.71380445;-0.160381355;0.419605687;0.99995239
Mboat1;ENSMUSG00000038732;18.17293598;0.406841753;0.419618542;0.99995239
Ube2r2;ENSMUSG00000036241;124.8193761;-0.103047567;0.419892916;0.99995239
Cdsn;ENSMUSG00000039518;41.5466793;-0.218210914;0.419953874;0.99995239
Dlgap5;ENSMUSG00000037544;61.09454135;-0.1698474;0.420061343;0.99995239
Trpm6;ENSMUSG00000024727;6.456174624;-0.681690147;0.420063133;0.99995239
St3gal3;ENSMUSG00000028538;27.19962457;-0.28422068;0.420377147;0.99995239
Tlr4;ENSMUSG00000039005;42.6227084;0.286469893;0.420409696;0.99995239
Pdzd11;ENSMUSG00000015668;36.04697499;-0.238422494;0.420431613;0.99995239
Zfp697;ENSMUSG00000050064;36.04697499;-0.238422494;0.420431613;0.99995239
Nmrk1;ENSMUSG00000037847;13.33080501;0.462400338;0.420439177;0.99995239
Fam102a;ENSMUSG00000039157;87.5170338;-0.132817984;0.420627335;0.99995239
Grb14;ENSMUSG00000026888;62.17057046;0.246487669;0.420760057;0.99995239
Pi4ka;ENSMUSG00000041720;136.4165786;0.183108928;0.420791893;0.99995239
Gpr146;ENSMUSG00000044197;24.98778697;0.355642456;0.421046037;0.99995239
Tomm22;ENSMUSG00000022427;75.74049305;-0.146540613;0.421118991;0.99995239
Als2;ENSMUSG00000026024;110.5321007;0.197625199;0.421460831;0.99995239
Parp6;ENSMUSG00000025237;25.7649191;-0.292818447;0.421747366;0.99995239
Alg9;ENSMUSG00000032059;15.54264261;-0.398477859;0.421847034;0.99995239
Rhbdd2;ENSMUSG00000039917;25.8246985;-0.292278456;0.421904484;0.99995239
Sc5d;ENSMUSG00000032018;136.5959168;-0.095616496;0.421963694;0.99995239
Rbpms;ENSMUSG00000031586;17.81425961;0.408185289;0.422409472;0.99995239
Gab2;ENSMUSG00000004508;13.15146683;-0.440056963;0.422533214;0.99995239
Zhx2;ENSMUSG00000071757;61.03476196;0.247355206;0.422956665;0.99995239
Mrpl19;ENSMUSG00000030045;24.38999303;-0.30189188;0.422969716;0.99995239
Tppp3;ENSMUSG00000014846;7.472424334;0.587022571;0.42300616;0.99995239
Rps5;ENSMUSG00000012848;130.558198;-0.098515096;0.423342943;0.99995239
Ppbp;ENSMUSG00000029372;8.07021828;0.567733827;0.423574607;0.99995239
AV356131;ENSMUSG00000108461;1.374926077;1.181247993;0.423671155;0.99995239
Tsr1;ENSMUSG00000038335;52.6656467;-0.185355705;0.423687232;0.99995239
Crocc;ENSMUSG00000040860;19.96631782;0.388368883;0.423716647;0.99995239
Pgm5;ENSMUSG00000041731;3.646543075;-0.962892983;0.423760358;0.99995239
Bmper;ENSMUSG00000031963;152.1983388;-0.087356519;0.423907818;0.99995239
Zfp438;ENSMUSG00000050945;11.65698196;0.486044923;0.423986757;0.99995239
Msantd4;ENSMUSG00000041124;78.60990399;-0.141627914;0.424032678;0.99995239
Med25;ENSMUSG00000002968;43.63895811;-0.208924051;0.424354588;0.99995239
Iqsec1;ENSMUSG00000034312;118.0643045;0.191952854;0.424417371;0.99995239
Spg11;ENSMUSG00000033396;71.7352736;-0.150550346;0.424525469;0.99995239
Usp25;ENSMUSG00000022867;142.3347387;-0.091777846;0.424773633;0.99995239
Wiz;ENSMUSG00000024050;103.8368085;-0.116124272;0.424848846;0.99995239
Dusp1;ENSMUSG00000024190;216.2818499;-0.065031973;0.424962259;0.99995239
Abraxas2;ENSMUSG00000030965;25.10734576;-0.294940255;0.425024308;0.99995239
Ikbkap;ENSMUSG00000028431;97.38063392;-0.121525197;0.42505311;0.99995239
Impa2;ENSMUSG00000024525;10.82007044;0.500419945;0.425168674;0.99995239
Ubfd1;ENSMUSG00000030870;57.26866009;-0.174687738;0.425205002;0.99995239
Ubxn7;ENSMUSG00000053774;174.1971561;0.166627487;0.425225784;0.99995239
Bak1;ENSMUSG00000057789;62.7683644;-0.164356145;0.425254809;0.99995239
Bag5;ENSMUSG00000049792;22.77594937;0.366611336;0.425465488;0.99995239
Tspan5;ENSMUSG00000028152;135.8187847;0.182032857;0.425574251;0.99995239
Vegfa;ENSMUSG00000023951;112.9830559;0.194730448;0.425598396;0.99995239
Lmtk3;ENSMUSG00000062044;32.99822586;0.314771666;0.42570052;0.99995239
Ncam1;ENSMUSG00000039542;136.7154756;0.181534703;0.425800366;0.99995239
Fam96a;ENSMUSG00000032381;29.94947673;-0.263856844;0.425844212;0.99995239
Usp21;ENSMUSG00000053483;55.77417523;-0.177411445;0.425888439;0.99995239
Nol11;ENSMUSG00000018433;73.28953787;-0.147704182;0.426057129;0.99995239
Golm1;ENSMUSG00000021556;55.35571946;-0.178201399;0.426067462;0.99995239
Tgfb3;ENSMUSG00000021253;45.19322237;0.27708719;0.426110558;0.99995239
Pcmtd1;ENSMUSG00000051285;121.8304063;0.189077933;0.426645254;0.99995239
Ormdl1;ENSMUSG00000026097;25.7649191;-0.288935012;0.426762451;0.99995239
Vopp1;ENSMUSG00000037788;41.96513506;0.285106638;0.426768165;0.99995239
Atf7;ENSMUSG00000099083;91.22335627;0.210548346;0.426794872;0.99995239
Thoc3;ENSMUSG00000025872;39.39462109;-0.221515899;0.426805269;0.99995239
Secisbp2l;ENSMUSG00000035093;370.5724676;0.129156184;0.427216207;0.99995239
Tnr;ENSMUSG00000015829;3.70632247;-0.943283234;0.427500962;0.99995239
Ercc4;ENSMUSG00000022545;9.08646799;-0.543117564;0.427512773;0.99995239
2310035C23Rik;ENSMUSG00000026319;50.87226486;-0.187513267;0.4275981;0.99995239
Thbs3;ENSMUSG00000028047;70.77880329;0.231666258;0.42765565;0.99995239
Scly;ENSMUSG00000026307;15.42308382;-0.394290062;0.42767444;0.99995239
Tra2a;ENSMUSG00000029817;114.656879;0.192988913;0.427816883;0.99995239
Ctsz;ENSMUSG00000016256;136.775255;0.180904016;0.42792064;0.99995239
Phactr4;ENSMUSG00000066043;105.0921758;-0.113959684;0.42807854;0.99995239
Cystm1;ENSMUSG00000046727;6.755071598;-0.648801213;0.428339912;0.99995239
Fam171a1;ENSMUSG00000050530;30.18859431;0.324853609;0.42838383;0.99995239
Crkl;ENSMUSG00000006134;159.0131898;-0.083072888;0.42843298;0.99995239
Tanc1;ENSMUSG00000035168;106.6464401;0.198029485;0.428474562;0.99995239
Nedd9;ENSMUSG00000021365;106.7062195;-0.112557636;0.428489638;0.99995239
Zfp609;ENSMUSG00000040524;108.6191601;-0.111102174;0.428504742;0.99995239
Gm49331;ENSMUSG00000114025;5.260586731;0.673471983;0.428579548;0.99995239
Arfgef2;ENSMUSG00000074582;66.59424566;-0.15642413;0.428635281;0.99995239
Rundc3b;ENSMUSG00000040570;1.315146683;1.191939071;0.428756282;0.99995239
Lrrc75b;ENSMUSG00000046807;1.315146683;1.191939071;0.428756282;0.99995239
08-sept;ENSMUSG00000018398;99.47291273;0.203150095;0.428758285;0.99995239
Gm47260;ENSMUSG00000113328;8.428894649;0.552083208;0.428884459;0.99995239
Prrt4;ENSMUSG00000079654;5.439924915;0.663583109;0.428976694;0.99995239
Supt5;ENSMUSG00000003435;223.0369215;-0.06231316;0.429002832;0.99995239
Zfp97;ENSMUSG00000095990;6.695292203;0.60794841;0.42914602;0.99995239
Dera;ENSMUSG00000030225;10.34183528;-0.499950737;0.429263602;0.99995239
Hook2;ENSMUSG00000052566;26.72138942;0.340906336;0.42934164;0.99995239
Elf2;ENSMUSG00000037174;75.1426991;0.225733801;0.429384379;0.99995239
Ncstn;ENSMUSG00000003458;95.58725208;-0.121451488;0.429545543;0.99995239
Fam53a;ENSMUSG00000037339;29.59080036;-0.262962889;0.429886745;0.99995239
AA414768;ENSMUSG00000083307;1.853161235;1.035343116;0.430013592;0.99995239
Bmp1;ENSMUSG00000022098;177.365464;0.164271305;0.430431784;0.99995239
A430105I19Rik;ENSMUSG00000045838;38.67726835;-0.221878852;0.430452941;0.99995239
Cryl1;ENSMUSG00000021947;1.972720024;1.008339133;0.430529426;0.99995239
Aga;ENSMUSG00000031521;52.24719094;-0.182703317;0.430628036;0.99995239
Klra4;ENSMUSG00000079852;12.13169578;-0.384931328;0.430643803;0.99995239
Agps;ENSMUSG00000042410;90.02776837;-0.126252381;0.43077936;0.99995239
Lcat;ENSMUSG00000035237;7.113747966;0.590874896;0.430783104;0.99995239
Tmem144;ENSMUSG00000027956;7.890880096;0.565556643;0.430878868;0.99995239
Atp6v0d1;ENSMUSG00000013160;117.3469517;0.190399027;0.430925901;0.99995239
Srsf3;ENSMUSG00000071172;263.9260275;-0.052890526;0.431040225;0.99995239
Nipal1;ENSMUSG00000067219;8.249556465;-0.570364377;0.431153262;0.99995239
Ubtd1;ENSMUSG00000025171;21.99881724;-0.314709502;0.431162994;0.99995239
Cyb561d2;ENSMUSG00000037190;7.771321307;-0.591122937;0.43132819;0.99995239
Ube2e2;ENSMUSG00000058317;28.93322702;0.328767545;0.431417151;0.99995239
Sdf2l1;ENSMUSG00000022769;29.82991794;0.324688885;0.431426838;0.99995239
Rbl1;ENSMUSG00000027641;63.24659956;0.240460978;0.431457421;0.99995239
Fer;ENSMUSG00000000127;54.33946976;0.255185088;0.431474431;0.99995239
Cbx6;ENSMUSG00000089715;254.2417655;0.145018606;0.431541679;0.99995239
Pnisr;ENSMUSG00000028248;131.2755507;0.182537457;0.431668506;0.99995239
Ppp2r1a;ENSMUSG00000007564;225.7867737;-0.060973446;0.431761491;0.99995239
Prr13;ENSMUSG00000023048;43.6987375;-0.20441496;0.431891484;0.99995239
Tmem169;ENSMUSG00000026188;6.39639523;0.616611477;0.431917195;0.99995239
Tctn2;ENSMUSG00000029386;28.15609489;-0.269632487;0.432057033;0.99995239
2700099C18Rik;ENSMUSG00000098090;10.64073225;0.497565354;0.432170329;0.99995239
Efcab12;ENSMUSG00000030321;4.064998838;-0.878610387;0.432183324;0.99995239
Tmem57;ENSMUSG00000028826;54.10035218;0.255228285;0.432390899;0.99995239
Cchcr1;ENSMUSG00000040312;80.94130038;0.21827457;0.432483383;0.99995239
Mvk;ENSMUSG00000041939;18.29249477;-0.350944032;0.43255918;0.99995239
Fryl;ENSMUSG00000070733;141.6771654;0.177324642;0.432570266;0.99995239
Tomm7;ENSMUSG00000028998;26.12359547;-0.281985196;0.432664595;0.99995239
Mrpl4;ENSMUSG00000003299;14.28727533;-0.407560964;0.432705781;0.99995239
Myo1c;ENSMUSG00000017774;312.167999;0.135305917;0.433038701;0.99995239
Usp38;ENSMUSG00000038250;51.41027942;0.260065774;0.433177946;0.99995239
Smim1;ENSMUSG00000078350;12.25477591;0.46797181;0.433290416;0.99995239
Unc93b1;ENSMUSG00000036908;20.26521479;0.379395678;0.433299571;0.99995239
Rsrc1;ENSMUSG00000034544;116.2111432;0.190313878;0.433444965;0.99995239
Pcbp2;ENSMUSG00000056851;435.6722284;-0.029997752;0.433784422;0.99995239
Apold1;ENSMUSG00000090698;7.890880096;-0.581785073;0.433855653;0.99995239
Naa35;ENSMUSG00000021555;67.43115719;-0.152706036;0.433964319;0.99995239
Ptprq;ENSMUSG00000035916;4.064998838;0.74287799;0.434031947;0.99995239
Ankmy2;ENSMUSG00000036188;33.71557859;0.307460839;0.434087316;0.99995239
Lmnb2;ENSMUSG00000062075;37.90013622;-0.222497466;0.43411579;0.99995239
Uxs1;ENSMUSG00000057363;93.61453205;-0.121462186;0.434318659;0.99995239
Nol4l;ENSMUSG00000061411;5.738821888;0.642268483;0.434559602;0.99995239
Ddx3y;ENSMUSG00000069045;112.9830559;-0.1058519;0.434579517;0.99995239
Flad1;ENSMUSG00000042642;14.5263929;-0.401449426;0.434628291;0.99995239
Ppp2r5c;ENSMUSG00000017843;131.933124;0.181354957;0.434640905;0.99995239
Aven;ENSMUSG00000003604;8.966909201;-0.53718413;0.434747477;0.99995239
Uchl5;ENSMUSG00000018189;39.75329746;-0.215355556;0.434925295;0.99995239
Ptpre;ENSMUSG00000041836;16.49911293;-0.37129303;0.434965919;0.99995239
Esyt2;ENSMUSG00000021171;227.3410379;0.149793395;0.435033493;0.99995239
Foxred2;ENSMUSG00000016552;69.16475963;-0.149435105;0.435463593;0.99995239
Mrpl20;ENSMUSG00000029066;25.22690455;-0.285896299;0.435569295;0.99995239
Hmgcr;ENSMUSG00000021670;42.74226719;-0.205202371;0.435603523;0.99995239
Fndc3b;ENSMUSG00000039286;348.5138709;0.130132058;0.435845636;0.99995239
Hivep1;ENSMUSG00000021366;55.41549886;-0.17308711;0.436000587;0.99995239
Ypel4;ENSMUSG00000034059;5.081248547;0.673930636;0.436188642;0.99995239
Ccni;ENSMUSG00000063015;396.7558424;-0.033295649;0.436254172;0.99995239
Ankrd28;ENSMUSG00000014496;121.9499651;-0.099359647;0.436470162;0.99995239
Renbp;ENSMUSG00000031387;59.95873285;-0.164012606;0.43652987;0.99995239
Gnao1;ENSMUSG00000031748;116.7491578;-0.102638993;0.436556031;0.99995239
Txn2;ENSMUSG00000005354;64.20306988;-0.156643356;0.436571241;0.99995239
Myod1;ENSMUSG00000009471;1.374926077;1.154775782;0.43667446;0.99995239
Dusp9;ENSMUSG00000031383;3.58676368;-0.939046241;0.436685087;0.99995239
Fam91a1;ENSMUSG00000037119;284.1314629;-0.047998467;0.436799525;0.99995239
Camk2d;ENSMUSG00000053819;79.32725673;0.218382564;0.436812542;0.99995239
Dact2;ENSMUSG00000048826;13.92859896;-0.409354449;0.43687885;0.99995239
Aff1;ENSMUSG00000029313;223.0967009;-0.060404328;0.436901654;0.99995239
Eogt;ENSMUSG00000035245;22.11837603;-0.308723207;0.437113038;0.99995239
Tom1l1;ENSMUSG00000020541;26.12359547;0.339312839;0.43717146;0.99995239
Ephb3;ENSMUSG00000005958;82.07710888;0.215438335;0.437173565;0.99995239
Cdc37l1;ENSMUSG00000024780;127.8681252;0.182657563;0.437294908;0.99995239
Trp53inp1;ENSMUSG00000028211;22.17815542;-0.308044393;0.437316333;0.99995239
Nynrin;ENSMUSG00000075592;2.630293365;-1.14366396;0.437580464;0.99995239
Pygo1;ENSMUSG00000034910;3.228087312;0.812418923;0.437692912;0.99995239
Zfp691;ENSMUSG00000045268;7.890880096;0.558536216;0.43770051;0.99995239
Gpd1l;ENSMUSG00000050627;37.0034453;-0.223640891;0.437757093;0.99995239
Jmy;ENSMUSG00000021690;51.29072063;-0.181138666;0.437891518;0.99995239
D330045A20Rik;ENSMUSG00000042498;3.825881259;0.75634025;0.438079785;0.99995239
Cited2;ENSMUSG00000039910;127.2703313;-0.095649552;0.438165474;0.99995239
Lrrc15;ENSMUSG00000052316;3.526984286;0.782274173;0.438206342;0.99995239
Zfp142;ENSMUSG00000026135;62.34990864;0.239001461;0.43832931;0.99995239
Mfsd14a;ENSMUSG00000089911;38.19903319;-0.218802347;0.438356515;0.99995239
Supt20;ENSMUSG00000027751;118.0643045;0.187701592;0.438457477;0.99995239
Tiam2;ENSMUSG00000023800;80.58262402;-0.133304543;0.438461345;0.99995239
Bms1;ENSMUSG00000030138;111.6679092;-0.105412428;0.43855148;0.99995239
Peli3;ENSMUSG00000024901;4.961689758;0.677693821;0.438603884;0.99995239
Dennd5b;ENSMUSG00000030313;26.54205123;-0.274775875;0.438617897;0.99995239
Mfsd4a;ENSMUSG00000059149;22.23793482;0.361571348;0.438685496;0.99995239
Gpbp1;ENSMUSG00000032745;126.8518755;-0.095712978;0.438720914;0.99995239
Uqcrc2;ENSMUSG00000030884;48.36153029;-0.187723748;0.438842177;0.99995239
Rpsa-ps2;ENSMUSG00000045055;2.869410944;-1.076549764;0.438903004;0.99995239
1110038B12Rik;ENSMUSG00000092203;77.53387489;-0.136741759;0.438912661;0.99995239
Jmjd8;ENSMUSG00000025736;5.918160072;-0.683538572;0.439111049;0.99995239
Bcorl1;ENSMUSG00000036959;38.61748896;0.288499599;0.439114937;0.99995239
Kif15;ENSMUSG00000036768;46.86704542;-0.191413722;0.439176122;0.99995239
Ndufb8;ENSMUSG00000025204;45.31278116;-0.195520576;0.439399583;0.99995239
Ash2l;ENSMUSG00000031575;114.5373202;-0.103147477;0.439422694;0.99995239
Srsf9;ENSMUSG00000029538;95.58725208;-0.1177332;0.439511211;0.99995239
Txnrd3;ENSMUSG00000000811;8.966909201;0.527521559;0.439527094;0.99995239
Snx32;ENSMUSG00000056185;23.43352271;0.353134511;0.43980844;0.99995239
Pak1ip1;ENSMUSG00000038683;59.77939467;-0.1627508;0.439864158;0.99995239
Unc13a;ENSMUSG00000034799;3.70632247;0.763669791;0.440059614;0.99995239
Sgcb;ENSMUSG00000029156;40.3510914;0.282929758;0.440181018;0.99995239
Tmem80;ENSMUSG00000025505;7.233306755;-0.603095579;0.440211416;0.99995239
Ifngr2;ENSMUSG00000022965;111.8472474;0.190847504;0.440475225;0.99995239
Ttyh3;ENSMUSG00000036565;241.2696369;0.145638381;0.440621339;0.99995239
