GeneName;ID;baseMean;log2FC;pval;padj
Mafa;ENSMUSG00000047591;2.391175787;0.027786895;0.988391732;0.99995239
Mettl4;ENSMUSG00000055660;34.67204891;0.051880176;0.98840493;0.99995239
Mfsd5;ENSMUSG00000045665;38.61748896;0.051584254;0.988489221;0.99995239
Dancr;ENSMUSG00000106943;3.108528523;0.030365439;0.988545925;0.99995239
Ndel1;ENSMUSG00000018736;73.52865544;0.050251225;0.988629586;0.99995239
Gm12191;ENSMUSG00000083061;4.184557627;0.060953759;0.988629595;0.99995239
Mmp11;ENSMUSG00000000901;19.66742085;0.053359558;0.9886753;0.99995239
Anks1;ENSMUSG00000024219;30.78638826;0.041726086;0.988713014;0.99995239
Basp1;ENSMUSG00000045763;141.6771654;0.049285452;0.988753288;0.99995239
Edc3;ENSMUSG00000038957;28.0365361;0.041527969;0.988816041;0.99995239
Fads2;ENSMUSG00000024665;128.5256985;0.044388506;0.988822495;0.99995239
Ahsa1;ENSMUSG00000021037;93.31563508;0.043966263;0.988869261;0.99995239
Hsf2;ENSMUSG00000019878;57.08932191;0.050616755;0.988890757;0.99995239
Uchl3;ENSMUSG00000022111;39.99241503;0.051315431;0.988957403;0.99995239
Pink1;ENSMUSG00000028756;19.78697964;0.040602863;0.98898525;0.99995239
Ppig;ENSMUSG00000042133;152.7961328;0.044647282;0.98907281;0.99995239
Zc3h18;ENSMUSG00000017478;195.4786206;0.048870816;0.989076548;0.99995239
Zfp521;ENSMUSG00000024420;10.1027177;0.038270638;0.989214325;0.99995239
Eif1;ENSMUSG00000035530;329.0855677;0.04839134;0.989257955;0.99995239
Mak16;ENSMUSG00000031578;31.50374099;0.051716085;0.989311105;0.99995239
Srd5a3;ENSMUSG00000029233;36.76432772;0.051325058;0.989389385;0.99995239
Gm47640;ENSMUSG00000111681;5.200807336;0.035095591;0.989416634;0.99995239
Rps27rt;ENSMUSG00000050621;2.331396392;0.064312771;0.989479652;0.99995239
Tpmt;ENSMUSG00000021376;12.85256985;0.039443531;0.989487917;0.99995239
Poll;ENSMUSG00000025218;23.85197847;0.041428514;0.989493206;0.99995239
Nme7;ENSMUSG00000026575;14.22749593;0.039859728;0.989557322;0.99995239
Npr2;ENSMUSG00000028469;30.2483737;0.051592331;0.989795017;0.99995239
Gm44200;ENSMUSG00000107937;1.614043656;0.026543728;0.989844299;0.99995239
Gm29093;ENSMUSG00000100201;1.614043656;0.026543728;0.989844299;0.99995239
Nr2c2ap;ENSMUSG00000071078;1.614043656;0.026543728;0.989844299;0.99995239
Lpcat3;ENSMUSG00000004270;40.11197382;0.050950667;0.989853058;0.99995239
1500015A07Rik;ENSMUSG00000098702;3.766101864;0.033633153;0.989879805;0.99995239
Pml;ENSMUSG00000036986;112.1461444;0.04930151;0.989926808;0.99995239
Mfge8;ENSMUSG00000030605;143.7694442;0.044775882;0.990008029;0.99995239
Vipr2;ENSMUSG00000011171;3.048749128;0.032384607;0.990039092;0.99995239
C130060C02Rik;ENSMUSG00000097557;3.048749128;0.032384607;0.990039092;0.99995239
9930012K11Rik;ENSMUSG00000044551;10.0429383;0.038927453;0.990064555;0.99995239
Ccdc103;ENSMUSG00000020930;2.331396392;0.030365439;0.990080399;0.99995239
Phf1;ENSMUSG00000024193;34.01447557;0.042628421;0.990207447;0.99995239
Zbtb37;ENSMUSG00000043467;46.08991329;0.050539609;0.990224925;0.99995239
Stard6;ENSMUSG00000079608;5.858380678;0.036660846;0.990255463;0.99995239
Mrps9;ENSMUSG00000060679;31.62329978;0.051252006;0.990321387;0.99995239
Acaa1a;ENSMUSG00000036138;34.91116649;0.05103829;0.99032928;0.99995239
Gm12715;ENSMUSG00000059195;4.901910363;0.057751327;0.990500996;0.99995239
Tmem259;ENSMUSG00000013858;86.44100469;0.049479889;0.990501893;0.99995239
Gdpgp1;ENSMUSG00000050973;5.141027942;0.036344292;0.990589558;0.99995239
9230110C19Rik;ENSMUSG00000053070;14.82528988;0.040716288;0.990637511;0.99995239
Morc2a;ENSMUSG00000034543;154.7688528;0.048795359;0.990650833;0.99995239
Twist2;ENSMUSG00000007805;8.129997675;0.055155915;0.99069421;0.99995239
Golph3;ENSMUSG00000022200;180.6533307;0.045156874;0.990816998;0.99995239
Ldb3;ENSMUSG00000021798;5.559483704;0.056716766;0.990849118;0.99995239
9330151L19Rik;ENSMUSG00000097061;5.559483704;0.056716766;0.990849118;0.99995239
Camkk2;ENSMUSG00000029471;52.78520549;0.050069944;0.99088593;0.99995239
Rrp9;ENSMUSG00000041506;18.23271537;0.04147221;0.990887233;0.99995239
Gm7435;ENSMUSG00000111662;9.98315891;0.03959183;0.990919596;0.99995239
Kctd21;ENSMUSG00000044952;6.515954019;0.03790896;0.990975057;0.99995239
Kcnip1;ENSMUSG00000053519;6.515954019;0.03790896;0.990975057;0.99995239
Rce1;ENSMUSG00000024889;14.10793714;0.040807186;0.991001147;0.99995239
Mcee;ENSMUSG00000033429;3.646543075;0.058802088;0.991012865;0.99995239
Atp7a;ENSMUSG00000033792;69.16475963;0.044193293;0.991161007;0.99995239
Gm13493;ENSMUSG00000087701;1.135808499;0.067840145;0.991164855;0.99995239
Ctbs;ENSMUSG00000028189;20.56411177;0.051774333;0.991259761;0.99995239
Smyd2;ENSMUSG00000026603;21.87925845;0.051606587;0.99129448;0.99995239
Fastkd5;ENSMUSG00000079043;6.874630387;0.055240108;0.991355471;0.99995239
BC017158;ENSMUSG00000030780;6.874630387;0.055240108;0.991355471;0.99995239
Rit1;ENSMUSG00000028057;20.92278813;0.042094732;0.991358792;0.99995239
Tyw3;ENSMUSG00000047583;5.798601283;0.037782911;0.991367012;0.99995239
Spata7;ENSMUSG00000021007;10.64073225;0.040173842;0.991372018;0.99995239
Gm5869;ENSMUSG00000104802;2.391175787;0.060953759;0.991404665;0.99995239
Plekhh2;ENSMUSG00000040852;154.350397;0.048608569;0.991579061;0.99995239
Ppme1;ENSMUSG00000030718;50.93204426;0.049827521;0.991730195;0.99995239
Zfp456;ENSMUSG00000078995;2.271616997;0.033074727;0.991809863;0.99995239
Emx2os;ENSMUSG00000087095;8.847350411;0.053846873;0.991831529;0.99995239
Trnp1;ENSMUSG00000056596;1.554264261;0.030365439;0.991900613;0.99995239
1110019D14Rik;ENSMUSG00000097616;1.554264261;0.030365439;0.991900613;0.99995239
Gabrb3;ENSMUSG00000033676;1.554264261;0.030365439;0.991900613;0.99995239
Gm6863;ENSMUSG00000043483;1.554264261;0.030365439;0.991900613;0.99995239
Tprg;ENSMUSG00000048399;1.554264261;0.030365439;0.991900613;0.99995239
Zdhhc14;ENSMUSG00000034265;1.554264261;0.030365439;0.991900613;0.99995239
Gm10143;ENSMUSG00000064032;1.554264261;0.030365439;0.991900613;0.99995239
Sugp1;ENSMUSG00000011306;79.14791854;0.044615925;0.992025754;0.99995239
Fbxl6;ENSMUSG00000022559;19.48808266;0.042327631;0.992065022;0.99995239
Oas1c;ENSMUSG00000001166;3.048749128;0.058379816;0.992074319;0.99995239
Adh7;ENSMUSG00000055301;7.831100702;0.039774353;0.992158507;0.99995239
S100a7a;ENSMUSG00000063767;4.363895811;0.037406425;0.992201664;0.99995239
Sulf2;ENSMUSG00000006800;16.08065717;0.051660218;0.992451761;0.99995239
Tmem208;ENSMUSG00000014856;16.08065717;0.051660218;0.992451761;0.99995239
Taf5;ENSMUSG00000025049;16.08065717;0.051660218;0.992451761;0.99995239
Fsbp;ENSMUSG00000094595;5.738821888;0.038927453;0.992489443;0.99995239
Wdr45;ENSMUSG00000039382;18.05337719;0.05136771;0.99249296;0.99995239
Ap3s2;ENSMUSG00000063801;40.47065019;0.049868766;0.992524718;0.99995239
Gm43808;ENSMUSG00000107086;1.79338184;0.060953759;0.992556187;0.99995239
Kcnrg;ENSMUSG00000046168;1.79338184;0.060953759;0.992556187;0.99995239
Pfkfb4;ENSMUSG00000025648;9.863600121;0.040943799;0.992644355;0.99995239
Btbd1;ENSMUSG00000025103;65.51821656;0.044586673;0.992651522;0.99995239
Prdx5;ENSMUSG00000024953;81.59887372;0.048893038;0.992863554;0.99995239
Mrpl9;ENSMUSG00000028140;32.99822586;0.043744469;0.992879261;0.99995239
Frs3;ENSMUSG00000023266;5.021469152;0.038927453;0.992974507;0.99995239
Mphosph10;ENSMUSG00000030521;38.55770956;0.049726504;0.993052171;0.99995239
Zc3h13;ENSMUSG00000022000;91.76137082;0.045059683;0.993088635;0.99995239
Zfp566;ENSMUSG00000078768;5.021469152;0.054694769;0.993095038;0.99995239
Gm43965;ENSMUSG00000108176;2.929190339;0.036660846;0.993109497;0.99995239
Top1;ENSMUSG00000070544;139.4653278;0.048362599;0.99314142;0.99995239
Ciapin1;ENSMUSG00000031781;51.23094123;0.044484986;0.99321525;0.99995239
Appl1;ENSMUSG00000040760;62.70858501;0.044734349;0.993271545;0.99995239
Ubr4;ENSMUSG00000066036;480.2676568;0.046120068;0.993345759;0.99995239
Ifngr1;ENSMUSG00000020009;47.88329513;0.049281273;0.993473238;0.99995239
Mppe1;ENSMUSG00000062526;4.304116416;0.038927453;0.993495648;0.99995239
Zfp335;ENSMUSG00000039834;35.62851922;0.044131718;0.993511327;0.99995239
Srrd;ENSMUSG00000029346;6.994189176;0.053085516;0.993532884;0.99995239
Sharpin;ENSMUSG00000022552;26.72138942;0.050056552;0.993542703;0.99995239
Far2;ENSMUSG00000030303;2.211837603;0.035924965;0.993582454;0.99995239
1600002K03Rik;ENSMUSG00000035595;2.211837603;0.035924965;0.993582454;0.99995239
Pcdhga9;ENSMUSG00000102440;2.211837603;0.035924965;0.993582454;0.99995239
Eif4g2;ENSMUSG00000005610;1068.915356;0.047386745;0.993593798;0.99995239
Pcca;ENSMUSG00000041650;24.09109605;0.050173921;0.993641358;0.99995239
Calcrl;ENSMUSG00000059588;3.108528523;0.055900532;0.993726561;0.99995239
Krr1;ENSMUSG00000063334;57.2088807;0.048981118;0.993761728;0.99995239
Abcd1;ENSMUSG00000031378;20.68367056;0.04341086;0.993764894;0.99995239
Esd;ENSMUSG00000021996;115.1948935;0.045420525;0.993782367;0.99995239
Tex2;ENSMUSG00000040548;49.25822121;0.049127014;0.993807405;0.99995239
Farsb;ENSMUSG00000026245;52.48630852;0.044730029;0.993832025;0.99995239
Dnajc19;ENSMUSG00000027679;12.69859745;0.051325058;0.993873915;0.99995239
Fzd3;ENSMUSG00000007989;13.56992259;0.051098059;0.993883764;0.99995239
Sys1;ENSMUSG00000045503;10.46139407;0.042094732;0.993889716;0.99995239
Rtn4rl2;ENSMUSG00000050896;1.195587893;0.060953759;0.993922125;0.99995239
Gm37274;ENSMUSG00000103285;1.195587893;0.060953759;0.993922125;0.99995239
A530013C23Rik;ENSMUSG00000006462;1.195587893;0.060953759;0.993922125;0.99995239
Gm15892;ENSMUSG00000087373;1.195587893;0.060953759;0.993922125;0.99995239
Fscn2;ENSMUSG00000025380;1.195587893;0.060953759;0.993922125;0.99995239
Gm26734;ENSMUSG00000097460;1.195587893;0.060953759;0.993922125;0.99995239
Cdadc1;ENSMUSG00000021982;21.3412439;0.043582814;0.993979388;0.99995239
Sertad4;ENSMUSG00000016262;65.27909898;0.045012215;0.99401958;0.99995239
Btf3l4;ENSMUSG00000028568;65.27909898;0.045012215;0.99401958;0.99995239
Fmnl1;ENSMUSG00000055805;3.766101864;0.054694769;0.994020113;0.99995239
Gm37475;ENSMUSG00000102152;1.494484867;0.034481548;0.994031886;0.99995239
Gm42679;ENSMUSG00000106121;3.58676368;0.038927453;0.994062357;0.99995239
Gm11696;ENSMUSG00000056687;3.58676368;0.038927453;0.994062357;0.99995239
Mocs2;ENSMUSG00000015536;34.19381375;0.044349669;0.994145353;0.99995239
B230354K17Rik;ENSMUSG00000097119;80.52284462;0.048534781;0.994179122;0.99995239
Akip1;ENSMUSG00000031023;14.5263929;0.043031851;0.994205906;0.99995239
Il4;ENSMUSG00000000869;4.423675206;0.053846873;0.994223982;0.99995239
Fam120aos;ENSMUSG00000097059;5.081248547;0.053218111;0.99436966;0.99995239
Fam160a1;ENSMUSG00000051000;20.86300874;0.050014197;0.994370654;0.99995239
E2f1;ENSMUSG00000027490;44.71498721;0.048981118;0.99448485;0.99995239
Akap8;ENSMUSG00000024045;136.5361374;0.045713881;0.994581786;0.99995239
Junos;ENSMUSG00000087366;2.869410944;0.038927453;0.994689203;0.99995239
Ap1s3;ENSMUSG00000054702;1.853161235;0.056716766;0.994716668;0.99995239
Iqcd;ENSMUSG00000029601;1.853161235;0.056716766;0.994716668;0.99995239
Prkcz2;ENSMUSG00000108314;1.853161235;0.056716766;0.994716668;0.99995239
Arc;ENSMUSG00000022602;80.64240341;0.045411855;0.994767156;0.99995239
Cry2;ENSMUSG00000068742;21.93903784;0.044058919;0.994773966;0.99995239
Coq4;ENSMUSG00000026798;4.244337022;0.040489657;0.994806755;0.99995239
Gpr141;ENSMUSG00000053101;4.244337022;0.040489657;0.994806755;0.99995239
Gabpb2;ENSMUSG00000038766;155.9644407;0.045844221;0.994850648;0.99995239
Dcaf1;ENSMUSG00000040325;94.75034055;0.045563757;0.994910554;0.99995239
Coa6;ENSMUSG00000051671;9.026688595;0.042597501;0.99491878;0.99995239
Adal;ENSMUSG00000027259;14.46661351;0.043505988;0.994927978;0.99995239
Ubac1;ENSMUSG00000036352;21.58036148;0.049647028;0.994947886;0.99995239
Srebf1;ENSMUSG00000020538;90.02776837;0.04554432;0.994966336;0.99995239
Clcn4;ENSMUSG00000000605;42.86182598;0.044951241;0.994996786;0.99995239
Samd12;ENSMUSG00000058656;7.651762518;0.042391308;0.995097197;0.99995239
Galc;ENSMUSG00000021003;133.9656235;0.04796145;0.99510958;0.99995239
Rnf151;ENSMUSG00000008482;2.510734576;0.054694769;0.99511743;0.99995239
Pkd2l2;ENSMUSG00000014503;23.25418453;0.044337744;0.995149246;0.99995239
Mvp;ENSMUSG00000030681;40.82932656;0.048805083;0.995173739;0.99995239
Terf2ip;ENSMUSG00000033430;41.4868999;0.044991217;0.995179146;0.99995239
Nmt2;ENSMUSG00000026643;144.0085618;0.047882758;0.995302048;0.99995239
Ncaph2;ENSMUSG00000008690;130.9766537;0.045850017;0.995307346;0.99995239
Stard10;ENSMUSG00000030688;15.00462806;0.049938765;0.995341336;0.99995239
B230118H07Rik;ENSMUSG00000027165;14.34705472;0.049982641;0.995378965;0.99995239
A530072M11Rik;ENSMUSG00000085112;2.152058208;0.038927453;0.995400708;0.99995239
Ttc8;ENSMUSG00000021013;37.54145985;0.048789664;0.995409417;0.99995239
Kctd17;ENSMUSG00000033287;42.86182598;0.048645724;0.995466688;0.99995239
Kctd18;ENSMUSG00000054770;10.34183528;0.04341086;0.995591115;0.99995239
Mtss1;ENSMUSG00000022353;52.18741155;0.048430155;0.995612126;0.99995239
Tmem14a;ENSMUSG00000025933;5.141027942;0.051774333;0.995629849;0.99995239
Wdtc1;ENSMUSG00000037622;72.15372937;0.048184049;0.995665214;0.99995239
Nek1;ENSMUSG00000031644;42.74226719;0.045277149;0.995843359;0.99995239
Rwdd1;ENSMUSG00000019782;52.84498489;0.04544076;0.995846836;0.99995239
Cryz;ENSMUSG00000028199;31.62329978;0.048753832;0.995866273;0.99995239
Tstd3;ENSMUSG00000028251;7.591983123;0.043290006;0.996091341;0.99995239
Ints4;ENSMUSG00000025133;40.29131201;0.048445894;0.996105141;0.99995239
Gm15834;ENSMUSG00000085054;4.184557627;0.042094732;0.996135507;0.99995239
Slc6a2;ENSMUSG00000055368;4.184557627;0.042094732;0.996135507;0.99995239
Sin3b;ENSMUSG00000031622;62.88792319;0.045663129;0.996164308;0.99995239
Hat1;ENSMUSG00000027018;109.5756304;0.047800033;0.996243631;0.99995239
Tnnc1;ENSMUSG00000091898;1.434705472;0.038927453;0.996244688;0.99995239
Gm48823;ENSMUSG00000113699;1.434705472;0.038927453;0.996244688;0.99995239
Dpysl2;ENSMUSG00000022048;45.37256055;0.045492132;0.996288038;0.99995239
Taf3;ENSMUSG00000025782;37.66101864;0.048408506;0.996324937;0.99995239
Fadd;ENSMUSG00000031077;6.217057046;0.04318948;0.996364236;0.99995239
Dusp5;ENSMUSG00000034765;14.34705472;0.044465636;0.996380711;0.99995239
Cdc45;ENSMUSG00000000028;75.62093426;0.04584141;0.996404908;0.99995239
Cpsf2;ENSMUSG00000041781;127.6290076;0.047685376;0.99645684;0.99995239
Il10rb;ENSMUSG00000022969;33.89491678;0.04537199;0.996516075;0.99995239
Gm6710;ENSMUSG00000078887;1.255367288;0.054694769;0.996547493;0.99995239
Fam46d;ENSMUSG00000073007;1.255367288;0.054694769;0.996547493;0.99995239
Gm45754;ENSMUSG00000110589;1.255367288;0.054694769;0.996547493;0.99995239
Piwil4;ENSMUSG00000036912;1.255367288;0.054694769;0.996547493;0.99995239
Osgepl1;ENSMUSG00000026096;9.146247385;0.049766685;0.996568177;0.99995239
Tnrc6c;ENSMUSG00000025571;66.1757899;0.04582816;0.996594439;0.99995239
Rpe;ENSMUSG00000026005;59.00226254;0.048006324;0.996618638;0.99995239
Rorc;ENSMUSG00000028150;4.842130968;0.043031851;0.996654775;0.99995239
2610507I01Rik;ENSMUSG00000085882;4.842130968;0.043031851;0.996654775;0.99995239
Slc25a14;ENSMUSG00000031105;7.831100702;0.049898571;0.996678816;0.99995239
Eif2ak4;ENSMUSG00000005102;48.36153029;0.048089189;0.996711399;0.99995239
Adat1;ENSMUSG00000031949;15.78176019;0.048981118;0.996723544;0.99995239
Rbm6;ENSMUSG00000032582;93.01673811;0.047744345;0.99675094;0.99995239
4933404O12Rik;ENSMUSG00000097908;27.08006579;0.048450227;0.996798034;0.99995239
Npas4;ENSMUSG00000045903;1.912940629;0.052733252;0.996810332;0.99995239
Anxa3;ENSMUSG00000029484;310.0159408;0.047334219;0.996916061;0.99995239
Rnf157;ENSMUSG00000052949;25.7649191;0.045350289;0.996919105;0.99995239
C130013H08Rik;ENSMUSG00000105509;3.228087312;0.051205783;0.996940467;0.99995239
F420014N23Rik;ENSMUSG00000097331;3.228087312;0.051205783;0.996940467;0.99995239
Wfs1;ENSMUSG00000039474;28.45499186;0.04544076;0.996952442;0.99995239
1110004E09Rik;ENSMUSG00000022972;5.49970431;0.043744469;0.997092979;0.99995239
Cd274;ENSMUSG00000016496;5.49970431;0.043744469;0.997092979;0.99995239
Wac;ENSMUSG00000024283;123.145553;0.046235519;0.997136124;0.99995239
Mettl5os;ENSMUSG00000085735;2.092278813;0.042094732;0.997267388;0.99995239
9530052C20Rik;ENSMUSG00000097858;2.092278813;0.042094732;0.997267388;0.99995239
Stac3;ENSMUSG00000040287;2.092278813;0.042094732;0.997267388;0.99995239
Armcx1;ENSMUSG00000033460;22.35749361;0.04544076;0.997298636;0.99995239
Gm49083;ENSMUSG00000115354;6.157277651;0.04430463;0.997471594;0.99995239
Psmc3ip;ENSMUSG00000019303;10.87984983;0.045012215;0.997558552;0.99995239
Prkab1;ENSMUSG00000029513;71.37659724;0.046159022;0.99756496;0.99995239
Heatr6;ENSMUSG00000000976;38.49793017;0.047860578;0.997625371;0.99995239
Gmppb;ENSMUSG00000070284;8.847350411;0.044913748;0.997682978;0.99995239
Rbbp5;ENSMUSG00000026439;49.19844181;0.046056537;0.997695023;0.99995239
Zfp953;ENSMUSG00000098905;6.575733414;0.048981118;0.997885063;0.99995239
Cnot2;ENSMUSG00000020166;105.271514;0.047410038;0.99789631;0.99995239
Ccp110;ENSMUSG00000033904;65.21931959;0.047547849;0.997905291;0.99995239
Apbb1;ENSMUSG00000037032;36.40565135;0.046016878;0.997922906;0.99995239
Vasn;ENSMUSG00000039646;206.0595734;0.046537587;0.998004779;0.99995239
Dgcr8;ENSMUSG00000022718;54.51880794;0.046210129;0.998020624;0.99995239
Chmp1b;ENSMUSG00000109901;20.26521479;0.045785778;0.998040263;0.99995239
Dctn3;ENSMUSG00000028447;17.57514203;0.045705986;0.998043124;0.99995239
Terf2;ENSMUSG00000031921;61.21410014;0.04627823;0.998112636;0.99995239
E4f1;ENSMUSG00000024137;18.23271537;0.045824234;0.998205856;0.99995239
Pcmt1;ENSMUSG00000019795;92.71784113;0.046420877;0.998218655;0.99995239
Rilpl2;ENSMUSG00000029401;19.90653843;0.047897606;0.998227296;0.99995239
Tmeff1;ENSMUSG00000028347;15.24374564;0.048037871;0.998232738;0.99995239
Cyth3;ENSMUSG00000018001;92.65806174;0.047351348;0.998249167;0.99995239
Ttll4;ENSMUSG00000033257;98.6957806;0.047305302;0.998373419;0.99995239
Whrn;ENSMUSG00000039137;10.82007044;0.045656168;0.998399994;0.99995239
Nfe2l2;ENSMUSG00000015839;102.0434267;0.046513947;0.998501862;0.99995239
Ndufaf3;ENSMUSG00000070283;3.287866707;0.048981118;0.998504516;0.99995239
Des;ENSMUSG00000026208;1.374926077;0.043744469;0.99854649;0.99995239
Stamos;ENSMUSG00000086657;1.374926077;0.043744469;0.99854649;0.99995239
Gm9234;ENSMUSG00000058050;1.374926077;0.043744469;0.99854649;0.99995239
Stab2;ENSMUSG00000035459;1.374926077;0.043744469;0.99854649;0.99995239
Gm45493;ENSMUSG00000109784;1.374926077;0.043744469;0.99854649;0.99995239
Slc2a4;ENSMUSG00000018566;1.374926077;0.043744469;0.99854649;0.99995239
Gm47155;ENSMUSG00000114019;1.374926077;0.043744469;0.99854649;0.99995239
0610009O20Rik;ENSMUSG00000024442;28.93322702;0.04624615;0.998634435;0.99995239
Gm15417;ENSMUSG00000074466;2.630293365;0.048981118;0.998662398;0.99995239
Ccdc32;ENSMUSG00000039983;12.61345228;0.047841098;0.99866807;0.99995239
Abt1;ENSMUSG00000036376;14.82528988;0.046069522;0.998754432;0.99995239
Rps6-ps4;ENSMUSG00000081406;1.972720024;0.048981118;0.998841603;0.99995239
Ccdc125;ENSMUSG00000048924;1.972720024;0.048981118;0.998841603;0.99995239
Gm31166;ENSMUSG00000109695;1.972720024;0.048981118;0.998841603;0.99995239
Gm527;ENSMUSG00000047227;4.064998838;0.04544076;0.998848143;0.99995239
Acad9;ENSMUSG00000027710;45.67145753;0.046461126;0.998857034;0.99995239
Alkbh4;ENSMUSG00000039754;6.635512808;0.047897606;0.998976535;0.99995239
Churc1;ENSMUSG00000090258;6.635512808;0.047897606;0.998976535;0.99995239
Ppp1r13b;ENSMUSG00000021285;28.21587428;0.046431735;0.999040087;0.99995239
Gpr34;ENSMUSG00000040229;1.315146683;0.048981118;0.999054173;0.99995239
Rars2;ENSMUSG00000028292;18.65117114;0.047438953;0.999065311;0.99995239
Jrkl;ENSMUSG00000079083;14.64595169;0.047508228;0.999067177;0.99995239
Cep290;ENSMUSG00000019971;69.76255358;0.046609705;0.999076632;0.99995239
Mn1;ENSMUSG00000070576;34.91116649;0.046508632;0.999111371;0.99995239
Gm14305;ENSMUSG00000078878;4.875354378;0.045934242;0.999181126;0.99995239
Zfp11;ENSMUSG00000051034;10.76029104;0.046306983;0.999245899;0.99995239
Uvssa;ENSMUSG00000037355;50.75270608;0.047139047;0.999300665;0.99995239
Abhd14b;ENSMUSG00000042073;8.07021828;0.046306983;0.99934693;0.99995239
Mtmr1;ENSMUSG00000015214;40.88910595;0.046694336;0.999506456;0.99995239
Gm17275;ENSMUSG00000097347;4.662792784;0.047438953;0.999532659;0.99995239
Hemk1;ENSMUSG00000032579;12.01565833;0.047185604;0.999596096;0.99995239
Mto1;ENSMUSG00000032342;18.77072993;0.046682002;0.999644538;0.99995239
H2-T10;ENSMUSG00000079491;18.71095053;0.047059318;0.999711375;0.99995239
