"probe","EntrezGene.ID","HUGO.gene.symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X73502",54474,"KRT20",0.0880843829864917,-0.0636172106824926,3.68113928424244,0.000270010573909308,0.000994004339830642,-0.56969748409676
"Contig15932_RC",NA,NA,0.0778577948156261,-0.00529970326409496,3.68106533310219,0.00027008588007355,0.000994132074888074,-0.569958520536438
"NM_000310",5538,"PPT1",-0.0833793070716659,-0.0339818731117825,-3.67818271812169,0.000273758190981612,0.00100613635691651,-0.572335888550025
"NM_015535",26010,NA,0.0728315991237678,0.00598219584569733,3.67952803801878,0.000271655828551864,0.000999610151627564,-0.575383845824009
"Contig51630_RC",54926,"UBE2R2",-0.044028979554582,0.0176795252225519,-3.67946620332767,0.000271719156042561,0.000999692915400954,-0.575602025182391
"AF161380",64978,"MRPL38",0.0571638563049853,0.0288303571428571,3.67929798697889,0.000272009511760295,0.0010006107975062,-0.57603368459015
"NM_006824",10969,"EBNA1BP2",0.0616448064987221,0.0162818991097923,3.67904193930071,0.000272154037519756,0.00100099203613599,-0.577098919706579
"Contig55759_RC",NA,NA,-0.0605341365461848,0.0197270029673591,-3.67875259426364,0.000272450999308629,0.00100193374103568,-0.578119699719954
"Contig56671_RC",79595,"SAP130",0.0532260861628332,-0.00721364985163205,3.67837360925907,0.000272840422213447,0.00100321513610805,-0.579456608389814
"NM_004755",9252,"RPS6KA5",-0.0830992606790799,-0.0109525222551929,-3.67828172415138,0.000272934916886124,0.00100341187870389,-0.579780723433527
"NM_017567",55577,"NAGK",0.0540854326396495,0.00521958456973294,3.67800784756767,0.000273216754453187,0.00100429720206734,-0.580746749920897
"Contig12419_RC",NA,NA,0.0621268328445748,0.0183035714285714,3.67741058280088,0.00027395095886829,0.00100669369919763,-0.582690607624705
"Contig40109_RC",343099,"CCDC18",0.0762420717352167,-0.00452380952380952,3.67585307062719,0.000275562884197308,0.00101231317047333,-0.584776168499615
"Contig30409_RC",NA,NA,-0.108750821467689,-0.0877833827893175,-3.67637683459651,0.000274900859533926,0.00101003270932764,-0.586498337583729
"NM_012071",23412,"COMMD3",-0.0698512687112085,-0.0209910979228487,-3.67389673139892,0.000277480431569147,0.00101920456792863,-0.595239635989087
"NM_004487",2804,"GOLGB1",-0.079399415845199,-0.0149703264094955,-3.67340052413765,0.000277999267923541,0.00102095710741617,-0.596987899747966
"Contig51654_RC",90198,"C19orf49",-0.0528978288633461,0.0195727272727273,-3.67121741876845,0.000281153569635265,0.00103130364672474,-0.600130682901317
"NM_005030",5347,"PLK1",0.0472607703541438,0.0372848664688427,3.67243693254417,0.000279009412660227,0.0010245131890408,-0.600382254134825
"AK002039",NA,NA,-0.0923450620664475,-0.0235074183976261,-3.67217185104334,0.000279287906138066,0.00102538200812327,-0.601315887879527
"Contig38840_RC",NA,NA,-0.0520541712303761,0.0174272997032641,-3.67155636206809,0.000279935545537274,0.00102760565156665,-0.603483438895069
"AL049782",NA,NA,-0.0823369843008397,-0.0144362017804154,-3.67130411648811,0.000280201375447882,0.00102834010370523,-0.604371668489715
"Contig38841_RC",NA,NA,-0.0627057776560789,0.0310474777448071,-3.67125226930584,0.000280256044215388,0.00102834010370523,-0.60455423042423
"NM_002332",4035,"LRP1",-0.104579043446513,-0.0251839762611276,-3.67123384515318,0.00028027547344973,0.00102834010370523,-0.604619104137411
"Contig45020_RC",NA,NA,0.0593755020080321,0.00362908011869436,3.67120713388478,0.000280303644133204,0.00102834010370523,-0.604713157273239
"NM_001200",650,"BMP2",0.0648089174881344,0.019353115727003,3.67032992592992,0.000281230262010456,0.00103143041861842,-0.607801546071063
"Contig39690_RC",135932,"TMEM139",0.0608258032128514,0.0236824925816024,3.66964380832707,0.00028195703463785,0.00103394100733511,-0.610216687579395
"NM_004401",1676,"DFFA",0.0439500730193501,0.00982195845697329,3.66952232653202,0.000282085898732947,0.00103425863215235,-0.610644261396495
"AB029041",22994,"AZI1",0.075081279664111,-0.00269139465875371,3.66909404626635,0.000282540647371653,0.00103577082783849,-0.612151555254883
"NM_005594",NA,NA,-0.0575197152245345,-0.00027299703264095,-3.66892336813188,0.000282722065867581,0.00103628071485316,-0.612752196327635
"Contig29100_RC",65266,"WNK4",-0.0380537321700595,0.0233154761904762,-3.66778308786636,0.000284058751247852,0.0010407127041752,-0.613191316800341
"Contig41404",NA,NA,-0.114069185834246,-0.0560356083086053,-3.66833156264817,0.000283351961687787,0.00103843403803574,-0.614834645728982
"Contig26770",55823,"VPS11",-0.042342004381161,0.0117626112759644,-3.66772073295973,0.00028400349112444,0.00104066598805829,-0.616983712360684
"AF130728",1761,"DMRT1",0.0960640288426434,-0.0523086053412463,3.66752118920718,0.000284216635863987,0.0010411353378103,-0.617685690490497
"NM_004674",9070,"ASH2L",-0.091358308500071,-0.0549454545454545,-3.66595759653546,0.000286765404099713,0.00104936631153449,-0.618623415590687
"Contig54266_RC",NA,NA,0.0696269167579408,0.0207477744807122,3.66687753775465,0.000284905185281834,0.00104349993365238,-0.619949761807717
"U22029",NA,NA,-0.246200985761226,-0.955952522255193,-3.66683813262159,0.000284947390076636,0.00104349993365238,-0.62008835911747
"AJ290445",23098,"SARM1",-0.0905369660460022,-0.0129910979228487,-3.66660334577765,0.000285198980081682,0.0010442650660155,-0.620914132285312
"Contig1278_RC",84279,"C2orf7",0.0570325848849945,0.0105192878338279,3.6654232421301,0.000286466710142535,0.00104875004202174,-0.62506395729687
"NM_004068",1173,"AP2M1",0.0614221431179263,-0.0037240356083086,3.66520979137437,0.000286696575858251,0.00104936631153449,-0.625814423434276
"Contig27113_RC",NA,NA,-0.0960180266520628,-0.00708902077151335,-3.66516628674046,0.000286743447408422,0.00104936631153449,-0.625967375330371
"Contig56611_RC",8654,"PDE5A",-0.0905266520627966,-0.0527032640949555,-3.66510777152503,0.000286806502613344,0.00104936631153449,-0.626173098199966
"Contig15496_RC",NA,NA,0.0491436950146627,0.021125,3.66435186316332,0.00028774522799862,0.00105248631803888,-0.62866268417407
"Contig5569_RC",64328,"XPO4",0.052341730558598,0.026053412462908,3.66438003596935,0.000287591791611466,0.00105208228488349,-0.628731356203251
"NM_003400",7514,"XPO1",0.0594317961501177,-0.0218363095238095,3.66307515295987,0.000289128370156984,0.00105738745590277,-0.629741760825515
"NM_006792",NA,NA,0.0683945436920094,-0.0344553571428571,3.66294320290846,0.000289271676273422,0.00105775353351003,-0.630205340056418
"AL049963",64116,"SLC39A8",0.115595069934912,-0.150261904761905,3.66176044912469,0.000290559209766188,0.00106182714051143,-0.634360012479378
"AK000679",64755,"C16orf58",-0.05300857977364,0.00757566765578635,-3.66226816410348,0.000289882153093013,0.00105982750744774,-0.636152706027602
"AI869951_RC",NA,NA,-0.0842569368382621,-0.016813056379822,-3.66209891597421,0.000290066446529476,0.00106034294124057,-0.636747291542534
"NM_017714",55617,"TASP1",-0.0631568090543994,-0.0291988130563798,-3.6618651804498,0.000290321141227459,0.00106111553574043,-0.637568385967561
"NM_003155",6781,"STC1",-0.164370308821493,-0.236339285714286,-3.66006388240381,0.000292415492317201,0.00106813244813748,-0.640317398226238
"Contig34793",NA,NA,-0.0532687112084703,0.0110860534124629,-3.66103047166309,0.000291232417313634,0.00106412847884404,-0.640500256897617
"NM_003787",8715,"NOL4",0.125795271997079,-0.0950148367952522,3.66038238311039,0.00029194180990469,0.00106656132641049,-0.642776208306598
"NM_001279",1149,"CIDEA",-0.0727989686016794,-0.0128813056379822,-3.65833833770995,0.000294189870731252,0.00107445356189345,-0.649952030170858
"NM_014143",29126,"CD274",0.0897524644030668,0.012593471810089,3.65803635058571,0.000294523376652771,0.00107551115510687,-0.651011871693655
"NM_003006",6404,"SELPLG",0.0643132530120482,0.000480712166172107,3.65758109123069,0.000295026824414373,0.00107718891700049,-0.652609478347371
"NM_018355",55786,"ZNF415",-0.056994386637459,0.0174183976261128,-3.65739679874312,0.000295230854057475,0.00107777311932315,-0.653256149579885
"Contig27859_RC",NA,NA,0.0771218054034319,-0.0194718100890208,3.65625459731884,0.000296498345600687,0.00108223885472647,-0.657263394170619
"NM_002494",4717,"NDUFC1",-0.0581588170865279,0.00360830860534125,-3.65587712052757,0.000296918352745721,0.00108361034489684,-0.658587461407484
"NM_001842",1271,"CNTFR",0.0305853658536585,0.0269730538922156,3.65563241850848,0.00029757123889463,0.00108566937397607,-0.658927823787265
"AB032983",NA,NA,-0.101198795180723,-0.037727002967359,-3.65532304760238,0.000297535866988254,0.00108566937397607,-0.660530742381778
"Contig30015_RC",NA,NA,0.129286525411993,0.0146607142857143,3.65387284698136,0.000299284437836997,0.0010912693361167,-0.662035196139307
"Contig39496_RC",NA,NA,0.0256006754289886,0.033379821958457,3.65440901366449,0.000298557198942006,0.00108910427466834,-0.663735907588335
"NM_003823",8771,"TNFRSF6B",0.068459200438116,0.0473946587537092,3.6542246797415,0.000298763570960204,0.00108969472298521,-0.664382205976004
"Contig51553_RC",84265,"POLR3GL",-0.061758032128514,-0.0091186943620178,-3.65414132717797,0.000298856932815604,0.00108987286939652,-0.664674440870813
"NM_006834",10981,"RAB32",0.0806496440306682,-0.0173738872403561,3.65362147812774,0.000299439826943893,0.00109167332887765,-0.66649689769791
"NM_016932",10736,"SIX2",0.0685821011318,0.000997032640949555,3.65301498115022,0.000300121228954281,0.00109399461078466,-0.668622817062147
"NM_017829",27440,"CECR5",0.071232865048957,-0.0267636363636364,3.65152814521109,0.000302706659321068,0.00110309046246488,-0.669229637639847
"Contig24311_RC",NA,NA,0.0339176515440335,0.0411424242424242,3.64993975755278,0.000304511520765418,0.0011088422638492,-0.671361046988961
"NM_003667",8549,"LGR5",0.0503427503115912,0.0341636904761905,3.65028827511833,0.000303330605375829,0.00110503520092346,-0.674594145483214
"Contig6164_RC",NA,NA,-0.10724452354874,-0.0411008902077151,-3.65129745788758,0.000302058796287083,0.00110089346313891,-0.674641384460406
"NM_000731",887,"CCKBR",0.0459916027747352,0.0532908011869436,3.65023491057695,0.000303263358750183,0.00110495464884108,-0.678363467184803
"Contig57496_RC",NA,NA,0.0725479189485214,-0.0348991097922849,3.64949996121885,0.000304099179888606,0.00110767029055988,-0.680937394965695
"NM_007159",7871,"SLMAP",-0.0469129700620665,0.0321513353115727,-3.64923312571538,0.000304403174327518,0.00110861263176316,-0.68187178345353
"Contig59472_RC",NA,NA,-0.0533956279664111,0.022486646884273,-3.64893248511123,0.000304746023921997,0.00110953114390756,-0.68292447296971
"NM_001760",896,"CCND3",0.0460937842278203,0.0533857566765579,3.64884084892126,0.000304850597745064,0.00110974683767984,-0.683245320067234
"Contig3305_RC",79586,NA,0.0580616557137641,-0.000456973293768546,3.64793916029389,0.000305881392618453,0.00111333368609758,-0.686402018204303
"Contig8083_RC",166929,NA,0.0676871120847024,0.0147151335311573,3.64784201176202,0.000305992646553161,0.00111357306083959,-0.686742079936845
"NM_018204",26586,"CKAP2",0.0923990051113546,-0.0388278931750742,3.64709856986373,0.000306845292772713,0.00111644152107889,-0.689344169920547
"Contig26574_RC",NA,NA,-0.07689001460387,-0.0253471810089021,-3.64707525900922,0.000306872063859313,0.00111644152107889,-0.689425751345238
"Contig58368_RC",56901,"NDUFA4L2",0.0965292990142389,-0.155709198813056,3.64694700737549,0.000307019392288187,0.00111681155165039,-0.689874587319096
"Contig34450_RC",374618,"TEX9",-0.0508629518072289,0.0227062314540059,-3.64685732615159,0.000307122452669224,0.00111702046706214,-0.690188431648842
"NM_003201",7019,"TFAM",0.0710843829864914,-0.0190563798219585,3.64589252585143,0.000308233247171586,0.00112089395781456,-0.693564351758217
"Contig47680_RC",8535,"CBX4",-0.0754878605330413,-0.0317922848664688,-3.64543455265586,0.000308761842571211,0.00112264943828692,-0.695166550841951
"Contig24880_RC",NA,NA,0.0379830230010953,0.0196172106824926,3.64512699766062,0.000309117302752807,0.00112377497604566,-0.696242414061657
"NM_007066",11142,"PKIG",-0.0417295089448704,0.0322759643916914,-3.64502558186844,0.000309234599557469,0.00112403448133131,-0.696597159930285
"D30612",8427,"ZNF282",0.052824297188755,-0.000780415430267062,3.64460643061181,0.00030971983115216,0.00112550297378879,-0.698063227100937
"NM_003037",6504,"SLAMF1",0.049888143483023,0.00819584569732938,3.64459718058346,0.000309730547543609,0.00112550297378879,-0.698095579207902
"NM_001728",682,"BSG",0.0580593282219788,0.0117833827893175,3.6434797531193,0.000311027683977613,0.00113004878769011,-0.702003239479737
"NM_017633",55603,"FAM46A",0.0866044176706828,-0.0344896142433234,3.64332381417143,0.000311209107295982,0.00113054016259281,-0.70254847221022
"NM_014020",28959,"TMEM176B",0.0719221887550201,-0.0215163204747774,3.64312079512897,0.000311445453910469,0.00113123088385492,-0.703258285815558
"NM_003652",8532,"CPZ",-0.117564603240548,-0.0769107142857143,-3.64189719511417,0.000313004324270801,0.00113638719597708,-0.70394870031437
"Contig56395_RC",84899,"TMTC4",-0.0890578678349762,-0.0399703264094955,-3.64280250792421,0.000311816330867374,0.00113240996824865,-0.70437103684368
"Contig493_RC",84836,"ABHD14B",-0.0413541894852136,0.0216350148367953,-3.64273872326145,0.000311890704437865,0.00113251206397855,-0.704594021015629
"Contig50706_RC",NA,NA,0.0771653225806451,0.00387462686567164,3.64084584570973,0.000314368647296542,0.00114066382903018,-0.707451704344637
"Contig27167_RC",NA,NA,0.0395371733529628,0.0109850746268657,3.64139456563461,0.000313724716539695,0.00113866490520508,-0.708937556154079
"NM_018059",55698,NA,-0.117433826213947,-0.0681632047477745,-3.64123793516536,0.000313645460035592,0.0011385460419827,-0.709839569821188
"NM_006020",8846,"ALKBH1",-0.052774415845199,0.0209821958456973,-3.64079707576473,0.00031416268431295,0.0011400854839409,-0.711380080229861
"Contig41185_RC",NA,NA,0.172712133852429,0.0243253731343284,3.63875174391925,0.00031683754592276,0.00114945168371889,-0.714765022529501
"NM_001155",309,"ANXA6",-0.0580735064566482,0.0052,-3.6381683397553,0.000318206109723618,0.00115390368421625,-0.715920299138494
"Contig34607_RC",NA,NA,0.0413577557755775,0.0465801526717557,3.60162058723128,0.000377649256072248,0.00134770137578786,-0.72096984375371
"AL050154",NA,NA,-0.0772375867104782,-0.0154540059347181,-3.63776187975256,0.000317745459793008,0.00115257469272376,-0.721981391489795
"NM_018192",55214,"LEPREL1",0.0835592369477913,-0.0554896142433234,3.63767205772847,0.000317852069593553,0.00115279059492145,-0.722294996696609
"NM_014294",23471,"TRAM1",0.0735283862723622,-0.0200326409495549,3.63674293591783,0.000318956819659394,0.00115645466559266,-0.725538518672702
"M28983",NA,NA,-0.0497646399551695,0.0244776119402985,-3.63448002888241,0.000321930435444965,0.00116637250112893,-0.726201245992164
"Contig48617_RC",NA,NA,-0.0678728049359278,0.0106102719033233,-3.63369366979506,0.000323423247690428,0.00117091460022321,-0.728266044109511
"AF116827",57511,"COG6",-0.0724878605330412,-0.0100089020771513,-3.63590619488836,0.000319954815165117,0.00115990135200018,-0.728458887958967
"Contig26988_RC",NA,NA,0.0338843773443361,0.0221077844311377,3.63375470281974,0.000322938238036484,0.00116967761582648,-0.7285635563056
"Contig30665_RC",NA,NA,-0.0325716046002191,0.0185548961424332,-3.63569637748023,0.000320205528009821,0.00116063836707261,-0.729191089162157
"NM_000019",38,"ACAT1",-0.0794400328587075,-0.0315994065281899,-3.63496595788394,0.000321079754854076,0.0011636348598938,-0.731739734543111
"Contig54974_RC",134957,"STXBP5",0.0490740469208211,0.0182559523809524,3.63459313055219,0.000321660313889645,0.00116556633279047,-0.732861335339996
"AF052100",NA,NA,-0.0669356516976999,-0.0116112759643917,-3.63379968314388,0.000322480302764637,0.00116819181591907,-0.73580822307507
"X98260",27000,"ZRF1",0.0890583698430084,-0.0189050445103858,3.63337416313188,0.000322992726766133,0.00116970191478723,-0.737292326835157
"NM_006388",10524,"HTATIP",-0.0409863088718511,0.0350563798219585,-3.63306731349727,0.00032336271924644,0.00117086861852864,-0.738362439276723
"Contig30368_RC",NA,NA,-0.0443343373493976,0.000507418397626113,-3.63270143603496,0.000323804406951471,0.00117212120162339,-0.739638297097072
"Contig53111_RC",NA,NA,0.0868018437385908,-0.0501127596439169,3.6317416103739,0.000324965806662394,0.00117615137683354,-0.742984757541499
"Contig57482",NA,NA,0.0552729538845035,0.00695833333333333,3.63036014852061,0.000326779279569913,0.00118201588994548,-0.744206861265074
"NM_003826",8774,"NAPG",0.048075620664476,0.0384896142433234,3.63133354496478,0.00032546075568816,0.00117776862675563,-0.744407241871857
"NM_005711",10085,"EDIL3",-0.0788045819642205,0.0152492581602374,-3.63060221177359,0.00032634957489966,0.00118081051479731,-0.746956242738752
"Contig41093_RC",NA,NA,0.073633431085044,-0.0131666666666667,3.63044256645033,0.000326678884289912,0.00118182736313009,-0.747331919679382
"U67784",57007,"CXCR7",-0.122591730558598,-0.0883976261127596,-3.62924769768399,0.000328001801062474,0.00118626268160887,-0.751676034596014
"NM_007363",4841,"NONO",0.0422803030303031,-0.00862611275964392,3.62897320467537,0.000328337582316387,0.001187301676911,-0.752632304465893
"Contig42558_RC",79837,"PIP5K2C",-0.0512118930266521,0.0126231454005935,-3.62779972659952,0.000329776718822711,0.00119232961947996,-0.756719675157457
"NM_019037",54512,"EXOSC4",0.0553810240963855,0.0169554896142433,3.62734305188576,0.000330338379052765,0.00119418397188286,-0.758309999728483
"NM_001491",2651,"GCNT2",0.0460674516246805,0.0215756676557863,3.62691053593611,0.000330871155558744,0.0011959333765294,-0.759816023048689
"Contig41301",NA,NA,0.0619239717490652,0.00560416666666667,3.6254158181612,0.000332855427454023,0.00120257286297254,-0.761423794532975
"NM_007240",11266,"DUSP12",0.0686413380795911,-0.0132967359050445,3.62604743065294,0.000331936750174001,0.00119960785075431,-0.762820864720977
"Contig42536_RC",NA,NA,-0.100097891566265,-0.0224154302670623,-3.62552669092349,0.00033258121757262,0.00120175952581481,-0.764633464317485
"NM_004737",NA,NA,-0.052583972252647,0.014080118694362,-3.62364247594049,0.000334922961149171,0.0012098641009138,-0.771190059408061
"NM_002296",3930,"LBR",0.0977091548010223,-0.00343323442136499,3.62318424576653,0.000335494797555043,0.00121175097948436,-0.772784108736325
"Contig40871",79898,"ZNF613",-0.0670447243519533,0.00994658753709199,-3.62295523286377,0.000335780931999665,0.00121260554599259,-0.77358070803953
"NM_003983",9057,"SLC7A6",0.0498623585250091,0.00697626112759644,3.6228920627224,0.000335859898699487,0.00121271182596787,-0.773800431089533
"NM_019002",54465,"ETAA1",-0.0659339631252281,-0.0291127596439169,-3.62128202127894,0.000337878453941881,0.0012197312955868,-0.77939939974245
"NM_001754",861,"RUNX1",-0.0870074844833881,-0.00812166172106825,-3.62126203383013,0.000337903584276364,0.0012197312955868,-0.779468892241251
"Contig15276_RC",NA,NA,-0.0876209746366486,0.0446231003039514,-3.61856966952714,0.000342444729178082,0.00123521282083522,-0.783940149366702
"Contig24394_RC",NA,NA,-0.0642408269441402,-0.0141364985163205,-3.61995640580919,0.000339548968031981,0.00122548994344551,-0.784007539975435
"NM_000428",4053,"LTBP2",-0.0834816186947848,-0.0102492401215805,-3.61822786867738,0.000342879871672401,0.00123660019717326,-0.785126557523998
"AL049423",NA,NA,-0.122437474034067,-0.0467708333333333,-3.61822723494006,0.000341879239993142,0.00123353657690083,-0.786416854933607
"Contig22608_RC",NA,NA,-0.102428851770719,-0.0414658753709199,-3.61828344500591,0.000341668278772459,0.00123295712450303,-0.789820903236514
"NM_018274",NA,NA,-0.0856856973347937,-0.043973293768546,-3.61801304956507,0.000342011980983194,0.00123383367321685,-0.790760265606202
"NM_018952",3216,"HOXB6",-0.144977637824023,-0.156584569732938,-3.61663171785184,0.000343772879730941,0.00123963821898559,-0.795558042398435
"Contig59522",NA,NA,0.0651696330777656,-0.0133679525222552,3.6165604877797,0.000343863913211678,0.00123978386735421,-0.795805399706709
"Contig54263_RC",255967,"PAN3",-0.0793657813070463,-0.047620178041543,-3.6145762119946,0.000346408980853328,0.00124877606542046,-0.802694288447614
"AJ224875",79053,"ALG8",-0.0846631982475355,-0.0180356083086053,-3.6145320799341,0.000346465786103191,0.0012487969537091,-0.802847463695
"NM_003891",8858,"PROZ",0.102650947736474,0.0606208955223881,3.61429627767873,0.000347052389671238,0.00125019232555717,-0.803290712981828
"Contig50678_RC",130535,"KCTD18",-0.0547463946695874,-0.00649258160237389,-3.61419539522216,0.000346899443091386,0.00125017595558961,-0.804015984930953
"AB014589",23283,"CSTF2T",-0.0677013052208835,-0.00860237388724036,-3.61413783801818,0.000346973629003513,0.00125019232555717,-0.804215736859542
"NM_005083",8233,"ZRSR2",-0.0449566447608617,0.00883086053412463,-3.61407302174869,0.000347057189023591,0.00125019232555717,-0.804440677806742
"NM_013380",7771,"ZNF228",-0.0761457192405987,-0.0263857566765579,-3.61397278271238,0.00034718645269533,0.00125047396622545,-0.804788543974488
"NM_001449",2273,"FHL1",-0.0936929189726125,-0.0407090909090909,-3.61239520429963,0.00035023784142394,0.00125924109206924,-0.805547352897136
"NM_015995",51621,"KLF13",0.0622223895582329,-0.00159940652818991,3.61319161993461,0.00034819535534378,0.00125392328540322,-0.807499158969618
"Contig54993_RC",5010,"CLDN11",-0.151496962505932,-0.12080664652568,-3.61068061478427,0.000352325014974029,0.00126618741802396,-0.808237190228112
"NM_005381",4691,"NCL",0.0520598758671048,-0.0171928783382789,3.61292418436087,0.000348541391433709,0.00125498482183978,-0.80842702900557
"Contig17359_RC",92806,NA,0.0593289065352318,0.000970326409495549,3.61253769328086,0.00034904204485838,0.00125646151807526,-0.809767850842044
"Contig27742_RC",NA,NA,-0.0641855147864185,0.0145044510385757,-3.61251506497594,0.000349071378074134,0.00125646151807526,-0.809846349252396
"NM_006529",8001,"GLRA3",-0.121221705001825,-0.111818991097923,-3.61248876053886,0.000349105479594295,0.00125646151807526,-0.809937599726508
"Contig34789",55824,"PAG1",0.0568790322580645,-0.00423214285714286,3.61221442995204,0.000349603142148447,0.00125769794605968,-0.810701690509168
"NM_007256",11309,"SLCO2B1",0.0862792990142388,-0.0443857566765579,3.6122195582235,0.000349454658026847,0.00125737295885176,-0.810871431115658
"NM_015939",51605,NA,0.0467863727637824,0.00451038575667656,3.61221432897293,0.000349461444059777,0.00125737295885176,-0.810889570137421
"Contig38779_RC",91010,"FMNL3",-0.063450146627566,0.000934523809523809,-3.61208052432918,0.000349777005844345,0.00125813853659645,-0.811166119006617
"Contig52427_RC",3696,"ITGB8",0.124630498533724,-0.0506369047619048,3.61187735478524,0.000350040957278204,0.0012588152413527,-0.811870747013814
"AF004876",10897,"YIF1A",0.0382128057685285,0.050299703264095,3.6117473249392,0.000350067977743114,0.0012588152413527,-0.812509397628214
"NM_016724",2348,"FOLR1",0.0544112903225806,0.0258392857142857,3.61161648116165,0.000350380150428075,0.00125956776250069,-0.812775449223073
"Contig15795_RC",NA,NA,0.0521675367821547,0.0069214501510574,3.6086444578383,0.000354995785201786,0.00127447599611746,-0.815290295628714
"NM_016230",51167,"CYB5R4",0.0738922586899321,0.00564285714285714,3.60971954073767,0.000352855892613706,0.00126772308586383,-0.815936863447124
"NM_004683",9104,"RGN",0.0795837945224918,-0.0173727272727273,3.60915217522018,0.000354476499815424,0.00127279835611343,-0.816783415368671
"Contig37937_RC",NA,NA,-0.060046960569551,0.00494658753709199,-3.61037042347731,0.000351862026037638,0.00126470918505762,-0.817284122811551
"NM_017734",54873,"PALMD",0.0984474449522226,-0.0226577380952381,3.60897141269915,0.000353836803422725,0.0012708742348286,-0.8185296431211
"Contig49045_RC",285268,"ZNF621",-0.0470347298284046,0.00319584569732938,-3.60991619383087,0.000352455761558953,0.00126647137806029,-0.818858899810118
"NM_006338",10446,"LRRN5",-0.120565032858707,-0.0853382789317507,-3.60942339946732,0.000353100970393792,0.00126841744038304,-0.820567170105436
"NM_017864",55656,"INTS8",0.0684469240598759,-0.0189258160237389,3.60880980747302,0.000353905888768864,0.00127093590478958,-0.822693883318103
"Contig41523_RC",NA,NA,-0.0722615005476452,0.00573293768545994,-3.60760079662056,0.000355496932307988,0.00127608803516596,-0.826883342103514
"NM_003406",7534,"YWHAZ",0.0762053669222344,-0.0127151335311573,3.60724180990771,0.000355970646604666,0.00127760114345827,-0.828127050982356
"Contig61815",NA,NA,0.0788598532059272,0.0261339285714286,3.6059785305941,0.00035778661088777,0.00128393052200872,-0.828897069062105
"Contig40980_RC",NA,NA,-0.0636345962821058,0.0135363636363636,-3.6052439113377,0.000359648656152037,0.00128985624835306,-0.830311911969705
"NM_003278",7123,"CLEC3B",-0.0847249893571733,-0.0183242424242424,-3.60486672345371,0.000360151556062714,0.00129128152372163,-0.831616834974489
"AB002296",NA,NA,-0.0638662376779847,0.0287685459940653,-3.60533377863704,0.000358498427220548,0.0012862963501079,-0.834735499313184
"AB040907",57616,"TSHZ3",-0.0662603596202993,-0.020053412462908,-3.60489803190347,0.000359078069338918,0.00128818731176525,-0.83624424998661
"Z48314",NA,NA,0.0377936217008797,0.0333660714285714,3.60449609883594,0.000359758327845904,0.00129006058649415,-0.837445377740011
"AF095289",NA,NA,0.0627427233963663,0.0294597014925373,3.6034158637651,0.000361347661252002,0.00129500103866348,-0.837583226708575
"Contig27930_RC",NA,NA,-0.0447190124132895,0.00864391691394659,-3.60448209622468,0.000359632179308796,0.00128985624835306,-0.837684248406069
"NM_014070",29113,"C6orf15",0.044865763546798,0.0296197718631179,3.56730687657613,0.000427801951410441,0.00150842857157987,-0.837803746105388
"Contig30672_RC",55328,"C10orf59",-0.0578575174825175,0.0156477611940299,-3.60403340859553,0.000360521712875595,0.00129241939565199,-0.838854662603306
"Contig20428_RC",NA,NA,-0.0533127053669223,0.00898219584569733,-3.60376498361767,0.000360589403923776,0.0012924727961139,-0.840166581167927
"NM_002822",5756,"TWF1",-0.0806820007301934,-0.0489317507418398,-3.60259462378361,0.000362156778620137,0.0012977107870901,-0.844216877015635
"AK001092",NA,NA,0.0296473607038122,0.0363333333333333,3.60228427717093,0.000362719156076346,0.00129953573246086,-0.845099484465927
"NM_013996",6863,"TAC1",-0.0628960843373494,0.0253471810089021,-3.60167111800313,0.000363398074439696,0.00130177762077234,-0.847412018552341
"NM_016480",51247,"PAIP2",-0.0649058302174214,-0.0401875,-3.60032908196744,0.000365355496603212,0.00130840665774477,-0.848445216076679
"Contig10387_RC",NA,NA,-0.0817642844103687,-0.00716617210682493,-3.60049220051582,0.000364988478913854,0.00130728353361961,-0.851489730279659
"AW271366_RC",NA,NA,0.0550180030466694,-0.000645833333333333,3.59933031354748,0.000366709147054045,0.0013124863492734,-0.851898189732071
"NM_000030",189,"AGXT",0.0674215525554484,0.0503738601823708,3.59665815764468,0.000371415405211067,0.00132713356262335,-0.852862762822776
"NM_002405",4242,"MFNG",0.0745110898138007,-0.0123382789317507,3.60009357420453,0.000365527718111344,0.00130883195364689,-0.852868243628238
"AK000942",NA,NA,-0.0659581051478642,-0.0135608308605341,-3.59993889296435,0.000365737163586544,0.00130936564885298,-0.853403117959446
"Contig46733",64901,"RANBP17",0.0642321558963125,0.031620178041543,3.59990450831292,0.000365783737286284,0.00130936564885298,-0.853522014214791
"Contig35018_RC",NA,NA,0.0799804673238408,-0.0315044510385757,3.59905679022159,0.000366933726635021,0.00131309816719076,-0.856452946106471
"NM_007360",22914,"KLRK1",0.0577834154351396,-0.00103422053231939,3.56151282012539,0.000436911794385698,0.00153789182435029,-0.857426809987001
"AF131825",NA,NA,-0.0786230438997369,-0.0237232142857143,-3.59760195734528,0.000369062755631182,0.00131994526232388,-0.857871421722079
"Contig5501_RC",NA,NA,-0.0403352042694148,0.0160805970149254,-3.59849669002719,0.000367990663215486,0.00131632238055769,-0.858002205203272
"AB040893",27327,"TNRC6A",-0.0559526286966046,0.00495548961424332,-3.5985835780116,0.000367577148106324,0.00131520844238394,-0.858088769501644
